ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,area_5,14,1410,65.26,55.1,04/01/2018,04/30/2018
Other,chicago,area_4,15,1530,33.84,52.59,12/01/2020,12/31/2020
Other,chicago,SOUTH,,,57.91,58.19,11/05/2017,11/11/2017
Other,chicago,area_4,11,1120,58.21,46.46,12/01/2017,12/31/2017
Other,chicago,area_5,25,2550,51.02,61.14,09/01/2019,09/30/2019
Other,chicago,area_3,20,2020,66.34,66.54,02/01/2021,02/28/2021
Other,chicago,area_1,8,820,56.63,57.78,08/01/2018,08/31/2018
Other,chicago,area_3,24,2430,67.06,65.21,04/01/2019,04/30/2019
Other,chicago,area_2,6,610,50.43,45.21,02/01/2019,02/28/2019
Other,chicago,area_4,11,1120,48.65,50.18,11/01/2020,11/30/2020
Other,chicago,area_2,4,410,52.63,55.66,12/01/2019,12/31/2019
Other,chicago,area_5,16,1620,69.18,75.46,08/01/2019,08/31/2019
Other,chicago,area_4,11,1120,41.92,43.69,09/01/2019,09/30/2019
Other,chicago,area_3,12,1220,62.67,59.41,06/01/2018,06/30/2018
Other,chicago,area_5,16,1650,63.06,80.81,11/01/2020,11/30/2020
Other,chicago,area_3,19,,61.43,73.97,07/01/2020,07/31/2020
Other,chicago,area_5,17,,66.77,59.67,06/01/2018,06/30/2018
Other,chicago,area_2,22,2210,62.89,67.58,11/01/2017,11/30/2017
Other,chicago,area_4,10,1020,41.92,49.08,02/01/2021,02/28/2021
Other,chicago,area_2,5,510,58.87,55.73,11/01/2018,11/30/2018
Other,chicago,area_4,10,1020,54.61,62.94,03/01/2020,03/31/2020
Other,chicago,area_3,20,,69.58,69.97,07/01/2020,07/31/2020
Other,chicago,area_5,17,1710,66.33,58.63,06/01/2018,06/30/2018
Other,chicago,area_1,3,310,62.57,50.47,05/01/2018,05/31/2018
Other,chicago,area_4,15,1520,48.39,41.75,10/01/2018,10/31/2018
Other,chicago,area_1,2,220,61.1,53.64,06/01/2019,06/30/2019
Other,chicago,area_5,25,2550,56.53,54.48,06/01/2019,06/30/2019
Other,chicago,area_3,19,1920,72.07,60,02/01/2018,02/28/2018
Other,chicago,area_5,,,61.99,68.46,01/01/2020,01/31/2020
Other,chicago,area_5,17,,58.77,68.43,02/01/2021,02/28/2021
Other,chicago,area_4,10,1010,45.42,52.44,02/01/2021,02/28/2021
Other,chicago,area_2,4,410,59.54,56.4,04/01/2018,04/30/2018
Other,chicago,area_5,25,,63.32,69.23,04/01/2020,04/30/2020
Other,chicago,area_5,14,1420,61.13,62.37,05/01/2019,05/31/2019
Other,chicago,area_3,19,1920,69.61,70.41,08/01/2018,08/31/2018
Other,chicago,area_3,12,1230,56.51,59.45,12/01/2017,12/31/2017
Other,chicago,area_2,6,610,50.53,48.91,01/01/2020,01/31/2020
Other,chicago,area_1,9,,51.03,55.09,01/01/2019,01/31/2019
Other,chicago,area_3,19,1920,67.56,72.7,09/01/2019,09/30/2019
Other,chicago,area_2,5,530,57.03,51.55,08/01/2018,08/31/2018
Other,chicago,area_2,4,420,49.55,48.68,04/01/2019,04/30/2019
Other,chicago,area_5,25,,57.58,59.26,02/01/2018,02/28/2018
Other,chicago,area_1,2,210,64.29,54.6,05/01/2019,05/31/2019
Other,chicago,area_2,6,620,49.62,41.57,05/01/2019,05/31/2019
Other,chicago,area_2,6,,55.74,56.18,02/01/2018,02/28/2018
Other,chicago,area_2,6,,52.79,46.47,05/01/2019,05/31/2019
Other,chicago,area_3,24,,63.37,67.95,04/01/2020,04/30/2020
Other,chicago,area_3,1,110,67.94,81.08,04/01/2020,04/30/2020
Other,chicago,area_3,18,1830,60.9,79.62,03/01/2020,03/31/2020
Other,chicago,area_3,1,110,50.61,76.12,10/01/2020,10/31/2020
Other,chicago,area_5,16,,62.95,79.16,03/01/2021,03/31/2021
Other,chicago,area_5,16,1630,67.07,64.24,01/01/2019,01/31/2019
Other,chicago,area_4,,,52.78,54.76,07/01/2018,07/31/2018
Other,chicago,,,,63.14,65.01,07/29/2018,08/04/2018
Other,chicago,,,,63.14,65.01,07/29/2018,08/04/2018
Other,chicago,area_4,10,,51,53.11,11/01/2018,11/30/2018
Other,chicago,area_3,12,1230,58.19,70.67,07/01/2020,07/31/2020
Other,chicago,area_1,7,,48.4,44.21,10/01/2019,10/31/2019
Other,chicago,area_1,8,820,53.81,56.63,12/01/2018,12/31/2018
Other,chicago,area_3,24,2420,60.78,60.47,09/01/2019,09/30/2019
Other,chicago,area_2,5,,48.5,49.14,05/01/2019,05/31/2019
Other,chicago,area_1,7,,52.82,43.6,03/01/2019,03/31/2019
Other,chicago,,,,63.72,55.84,05/20/2018,05/26/2018
Other,chicago,,,,63.72,55.84,05/20/2018,05/26/2018
Other,chicago,area_1,9,930,48.18,63.05,10/01/2020,10/31/2020
Other,chicago,area_5,14,1420,62.62,56.49,01/01/2021,01/31/2021
Other,chicago,CENTRAL,,,61.13,62.03,08/05/2018,08/11/2018
Other,chicago,area_1,7,730,49.74,45.36,04/01/2019,04/30/2019
Other,chicago,area_4,15,1510,51.36,48.73,07/01/2019,07/31/2019
Other,chicago,NORTH,,,65.19,61.42,12/16/2018,12/22/2018
Other,chicago,area_3,12,,63.65,65.83,04/01/2019,04/30/2019
Other,chicago,area_4,10,1030,54.04,57.87,09/01/2019,09/30/2019
Other,chicago,area_5,17,1710,63.34,74.02,01/01/2020,01/31/2020
Other,chicago,SOUTH,,,61.44,58.26,06/03/2018,06/09/2018
Other,chicago,area_4,10,,45.32,52.4,03/01/2021,03/31/2021
Other,chicago,area_1,2,210,57.24,54.01,08/01/2019,08/31/2019
Other,chicago,area_3,18,1810,71.8,71.47,09/01/2018,09/30/2018
Other,chicago,area_2,4,410,51.68,43.79,11/01/2020,11/30/2020
Other,chicago,area_5,16,1630,67.24,72.5,08/01/2019,08/31/2019
Other,chicago,area_2,5,,55.14,49.67,09/01/2020,09/30/2020
Other,chicago,area_5,16,1610,76.26,78.21,04/01/2019,04/30/2019
Other,chicago,area_5,17,1730,57.3,68.67,01/01/2020,01/31/2020
Other,chicago,area_3,,,69.89,64.26,02/01/2018,02/28/2018
Other,chicago,area_4,10,1020,49.75,54.06,05/01/2018,05/31/2018
Other,chicago,area_4,10,1020,55.9,56.26,11/01/2020,11/30/2020
Other,chicago,area_1,9,930,57.75,56.49,06/01/2018,06/30/2018
Other,chicago,area_4,11,,38.96,37.94,09/01/2018,09/30/2018
Other,chicago,area_2,6,,47.93,44.67,01/01/2019,01/31/2019
Other,chicago,area_5,16,1630,67.77,68.57,09/01/2018,09/30/2018
Other,chicago,area_5,17,1720,61.26,64.78,07/01/2019,07/31/2019
Other,chicago,area_3,19,,69.65,70.16,08/01/2018,08/31/2018
Other,chicago,NORTH,,,60.32,59.43,11/26/2017,12/02/2017
Other,chicago,area_4,11,1120,54.61,48.7,05/01/2020,05/31/2020
Other,chicago,area_2,6,620,52.41,44.11,09/01/2018,09/30/2018
Other,chicago,area_5,17,1710,71.03,72.25,08/01/2018,08/31/2018
Other,chicago,area_4,11,,61.04,55.62,05/01/2018,05/31/2018
Other,chicago,area_3,1,110,57.17,84.27,07/01/2020,07/31/2020
Other,chicago,NORTH,,,66.01,59.49,04/08/2018,04/14/2018
Other,chicago,area_2,6,630,54.92,49.71,09/01/2020,09/30/2020
Other,chicago,area_4,11,,43.26,50.09,11/01/2020,11/30/2020
Other,chicago,area_5,,,66.26,62.07,02/01/2018,02/28/2018
Other,chicago,area_5,25,2550,55.37,59.91,10/01/2019,10/31/2019
Other,chicago,area_3,18,1820,68.37,66.58,09/01/2018,09/30/2018
Other,chicago,area_1,9,910,58.53,63.63,02/01/2019,02/28/2019
Other,chicago,area_4,15,1520,57.8,55.19,05/01/2018,05/31/2018
Other,chicago,area_4,10,1030,58.04,50.67,05/01/2019,05/31/2019
Other,chicago,area_3,1,120,69.53,65.53,07/01/2018,07/31/2018
Other,chicago,area_4,10,1030,42.29,46.16,10/01/2019,10/31/2019
Other,chicago,area_1,2,230,56.21,53.8,07/01/2019,07/31/2019
Other,chicago,,,,61.2,61.29,12/30/2018,01/05/2019
Other,chicago,,,,61.2,61.29,12/30/2018,01/05/2019
Other,chicago,area_5,14,1420,65.58,58.93,03/01/2018,03/31/2018
Other,chicago,area_5,25,2520,54.04,64.93,07/01/2020,07/31/2020
Other,chicago,CENTRAL,,,56.05,55.09,09/09/2018,09/15/2018
Other,chicago,area_4,11,,42.04,36.97,08/01/2019,08/31/2019
Other,chicago,area_3,19,1920,59.87,68.17,09/01/2020,09/30/2020
Other,chicago,area_4,11,1130,51.19,45.93,01/01/2019,01/31/2019
Other,chicago,area_5,16,1630,64.3,61.26,12/01/2017,12/31/2017
Other,chicago,area_3,20,2020,64.46,66.16,05/01/2019,05/31/2019
Other,chicago,area_3,12,1210,65.29,57.92,04/01/2018,04/30/2018
Other,chicago,area_3,20,,67.21,66.19,05/01/2019,05/31/2019
Other,chicago,area_2,6,,54.22,50.25,11/01/2020,11/30/2020
Other,chicago,area_5,,,65.45,71.85,04/01/2020,04/30/2020
Other,chicago,area_2,6,,51.68,44.13,10/01/2020,10/31/2020
Other,chicago,area_5,25,2550,55.32,59.39,08/01/2018,08/31/2018
Other,chicago,area_2,4,,58.15,52.53,12/01/2018,12/31/2018
Other,chicago,area_1,8,820,54.72,63.71,03/01/2020,03/31/2020
Other,chicago,area_5,14,1430,66.42,70.63,07/01/2019,07/31/2019
Other,chicago,area_3,1,130,67.41,67.53,07/01/2018,07/31/2018
Other,chicago,area_1,9,920,55.05,61.77,12/01/2020,12/31/2020
Other,chicago,area_5,17,1720,53.27,71.06,03/01/2021,03/31/2021
Other,chicago,area_1,2,210,60.12,54.61,09/01/2020,09/30/2020
Other,chicago,area_1,8,830,57.91,56.02,02/01/2019,02/28/2019
Other,chicago,area_4,10,1010,43.6,55.02,06/01/2018,06/30/2018
Other,chicago,area_3,19,1930,64.81,75.37,09/01/2019,09/30/2019
Other,chicago,area_4,15,1510,59.76,51.47,01/01/2019,01/31/2019
Other,chicago,area_1,9,920,60.95,62.52,02/01/2020,02/29/2020
Other,chicago,CENTRAL,,,63.41,62.19,03/17/2019,03/23/2019
Other,chicago,area_1,8,820,46.74,54.75,07/01/2019,07/31/2019
Other,chicago,area_3,19,1920,67.4,68.61,10/01/2019,10/31/2019
Other,chicago,area_5,16,1620,69.35,70.94,04/01/2019,04/30/2019
Other,chicago,area_5,16,1620,69.92,74.07,05/01/2020,05/31/2020
Other,chicago,area_2,5,520,50.09,52.45,09/01/2019,09/30/2019
Other,chicago,area_5,16,,62.37,78.36,01/01/2021,01/31/2021
Other,chicago,area_4,10,1010,64.75,52.8,03/01/2018,03/31/2018
Other,chicago,area_3,20,2030,67.18,61.59,09/01/2020,09/30/2020
Other,chicago,area_3,18,,57.53,73.1,11/01/2020,11/30/2020
Other,chicago,area_4,10,1020,45.99,50.19,01/01/2019,01/31/2019
Other,chicago,area_1,9,,49.06,70.21,08/01/2020,08/31/2020
Other,chicago,area_4,10,1010,57.5,55.32,09/01/2019,09/30/2019
Other,chicago,area_1,3,330,46.33,33.93,09/01/2020,09/30/2020
Other,chicago,area_5,14,1430,65.56,61.28,11/01/2018,11/30/2018
Other,chicago,NORTH,,,64.96,62.19,12/02/2018,12/08/2018
Other,chicago,area_2,,,53.01,50.67,07/01/2019,07/31/2019
Other,chicago,area_3,12,1210,63.05,66.88,03/01/2019,03/31/2019
Other,chicago,,,,58.44,59.55,11/01/2017,11/30/2017
Other,chicago,area_2,5,520,60.39,54.38,09/01/2020,09/30/2020
Other,chicago,area_1,3,,46.14,43.32,11/01/2017,11/30/2017
Other,chicago,area_2,,,47.61,53.08,03/01/2021,03/31/2021
Other,chicago,area_5,25,2540,62.38,69.9,11/01/2020,11/30/2020
Other,chicago,area_5,25,2510,61.64,58.84,03/01/2018,03/31/2018
Other,chicago,area_3,,,66.41,66.19,12/01/2017,12/31/2017
Other,chicago,area_4,10,,53.43,48.15,06/01/2019,06/30/2019
Other,chicago,SOUTH,,,53.91,52.07,02/03/2019,02/09/2019
Other,chicago,CENTRAL,,,57.94,59.59,11/18/2018,11/24/2018
Other,chicago,area_1,9,,52.67,59.62,12/01/2020,12/31/2020
Other,chicago,area_5,14,1430,61.13,69.64,03/01/2020,03/31/2020
Other,chicago,area_3,18,1830,73.91,71.89,07/01/2018,07/31/2018
Other,chicago,area_3,20,,65.62,62.48,01/01/2021,01/31/2021
Other,chicago,area_5,17,1710,66.26,70.73,11/01/2018,11/30/2018
Other,chicago,CENTRAL,,,63.89,64.97,07/22/2018,07/28/2018
Other,chicago,area_1,3,330,48.56,49.54,07/01/2020,07/31/2020
Other,chicago,area_3,19,1930,68.76,67.95,09/01/2018,09/30/2018
Other,chicago,area_3,18,1810,69.23,71.9,01/01/2019,01/31/2019
Other,chicago,area_1,8,830,50.7,64.09,01/01/2021,01/31/2021
Other,chicago,area_4,,,50.43,55.33,01/01/2020,01/31/2020
Other,chicago,area_1,3,310,60.07,53.1,02/01/2018,02/28/2018
Other,chicago,area_1,8,830,63.26,60.42,10/01/2019,10/31/2019
Other,chicago,area_5,25,2550,51.56,48.13,04/01/2019,04/30/2019
Other,chicago,area_5,14,1410,61.87,70.58,06/01/2020,06/30/2020
Other,chicago,area_1,2,220,56.91,55.39,12/01/2019,12/31/2019
Other,chicago,area_1,2,220,58.11,58.13,07/01/2020,07/31/2020
Other,chicago,area_3,24,,68.94,64.39,06/01/2018,06/30/2018
Other,chicago,area_3,24,2410,62.3,66.42,12/01/2018,12/31/2018
Other,chicago,NORTH,,,64.99,58.61,05/13/2018,05/19/2018
Other,chicago,area_2,5,520,52.3,57.46,11/01/2019,11/30/2019
Other,chicago,NORTH,,,66.94,63.83,02/03/2019,02/09/2019
Other,chicago,NORTH,,,64.48,58.96,09/09/2018,09/15/2018
Other,chicago,area_3,18,1820,59.22,71.37,10/01/2019,10/31/2019
Other,chicago,area_5,16,1610,70.19,65.17,03/01/2018,03/31/2018
Other,chicago,area_3,24,2410,71.92,71.31,05/01/2019,05/31/2019
Other,chicago,,,,62.02,57.88,06/10/2018,06/16/2018
Other,chicago,,,,62.02,57.88,06/10/2018,06/16/2018
Other,chicago,area_3,19,1910,66.34,63.58,09/01/2019,09/30/2019
Other,chicago,area_5,14,,57.41,66.66,11/01/2020,11/30/2020
Other,chicago,area_5,16,1620,67.41,72.08,12/01/2018,12/31/2018
Other,chicago,area_4,11,,51.85,47.46,05/01/2020,05/31/2020
Other,chicago,area_3,18,1820,70.75,75.04,01/01/2019,01/31/2019
Other,chicago,area_3,20,2030,61.49,70.6,02/01/2020,02/29/2020
Other,chicago,,,,58.57,56.1,05/12/2019,05/18/2019
Other,chicago,area_5,25,2510,59.74,63.81,09/01/2018,09/30/2018
Other,chicago,area_3,20,2030,73.42,63.54,04/01/2019,04/30/2019
Other,chicago,area_1,2,230,54.03,56.54,01/01/2021,01/31/2021
Other,chicago,area_1,2,230,67.34,56.13,12/01/2017,12/31/2017
Other,chicago,area_2,6,610,56.21,51.54,12/01/2020,12/31/2020
Other,chicago,area_2,6,610,50.79,50.73,07/01/2019,07/31/2019
Other,chicago,area_3,24,,70.01,66.09,07/01/2018,07/31/2018
Other,chicago,area_1,9,930,43.99,49.93,11/01/2018,11/30/2018
Other,chicago,area_2,5,530,63.93,64.15,05/01/2020,05/31/2020
Other,chicago,area_4,,,46.3,46.94,10/01/2018,10/31/2018
Other,chicago,area_2,22,2210,63.35,84.27,09/01/2020,09/30/2020
Other,chicago,area_3,18,1810,60.74,71.62,12/01/2019,12/31/2019
Other,chicago,area_1,9,910,63.11,62.29,07/01/2018,07/31/2018
Other,chicago,area_1,8,820,42.62,72.68,09/01/2020,09/30/2020
Other,chicago,SOUTH,,,51.96,46.91,02/17/2019,02/23/2019
Other,chicago,area_5,17,1720,58.64,71.07,11/01/2020,11/30/2020
Other,chicago,area_4,10,1030,49.08,48.33,09/01/2018,09/30/2018
Other,chicago,area_1,9,,51.58,56.81,11/01/2018,11/30/2018
Other,chicago,area_5,16,1620,69.77,75.44,10/01/2019,10/31/2019
Other,chicago,NORTH,,,66.93,59.89,02/18/2018,02/24/2018
Other,chicago,area_2,4,420,53.68,59.99,05/01/2020,05/31/2020
Other,chicago,area_4,10,1030,60.73,56.05,03/01/2018,03/31/2018
Other,chicago,area_5,25,2540,58.85,55.2,01/01/2019,01/31/2019
Other,chicago,area_1,7,730,51.87,59.54,04/01/2020,04/30/2020
Other,chicago,SOUTH,,,59.98,63.09,07/29/2018,08/04/2018
Other,chicago,area_1,9,930,44.16,67.89,07/01/2020,07/31/2020
Other,chicago,area_5,16,1650,74.92,68.94,02/01/2018,02/28/2018
Other,chicago,area_5,16,1620,70.01,70.92,03/01/2019,03/31/2019
Other,chicago,area_1,7,720,52.43,48.9,06/01/2018,06/30/2018
Other,chicago,,,,64.13,58.81,01/21/2018,01/27/2018
Other,chicago,,,,64.13,58.81,01/21/2018,01/27/2018
Other,chicago,area_4,,,48.38,49.7,04/01/2020,04/30/2020
Other,chicago,area_1,8,810,56.98,79.38,06/01/2020,06/30/2020
Other,chicago,area_3,18,,70.74,73.58,06/01/2019,06/30/2019
Other,chicago,area_2,6,620,54.85,52.04,11/01/2020,11/30/2020
Other,chicago,area_3,,,68.19,69.13,05/01/2019,05/31/2019
Other,chicago,area_2,4,,57.23,58.07,01/01/2018,01/31/2018
Other,chicago,area_2,4,430,52.63,58.91,04/01/2019,04/30/2019
Other,chicago,CENTRAL,,,63.3,58.99,03/24/2019,03/30/2019
Other,chicago,area_4,,,47.62,44.51,05/01/2019,05/31/2019
Other,chicago,area_4,15,1510,44.68,53.51,04/01/2020,04/30/2020
Other,chicago,area_5,17,1720,65.39,65,01/01/2021,01/31/2021
Other,chicago,area_3,19,,72.22,67.33,12/01/2017,12/31/2017
Other,chicago,NORTH,,,64.38,65.36,08/26/2018,09/01/2018
Other,chicago,area_4,11,1120,57.99,67.09,02/01/2020,02/29/2020
Other,chicago,area_3,12,1210,68.45,72.03,04/01/2019,04/30/2019
Other,chicago,area_2,22,,60.28,57.22,06/01/2018,06/30/2018
Other,chicago,area_3,19,1930,66.42,66.67,10/01/2018,10/31/2018
Other,chicago,area_2,5,,53.87,49.75,08/01/2018,08/31/2018
Other,chicago,area_5,14,1410,64.53,62.34,10/01/2019,10/31/2019
Other,chicago,area_2,22,,57.23,72.86,09/01/2020,09/30/2020
Other,chicago,area_1,2,230,60.81,65.03,06/01/2020,06/30/2020
Other,chicago,area_4,,,47.99,48.51,10/01/2019,10/31/2019
Other,chicago,area_1,9,920,55.39,59.25,03/01/2018,03/31/2018
Other,chicago,area_2,22,,64.09,54.83,05/01/2018,05/31/2018
Other,chicago,area_1,3,310,41.6,38.32,01/01/2019,01/31/2019
Other,chicago,area_1,9,910,52.71,62.27,02/01/2020,02/29/2020
Other,chicago,area_5,25,2520,54.39,62.9,12/01/2020,12/31/2020
Other,chicago,area_3,24,2410,68.88,69.61,09/01/2019,09/30/2019
Other,chicago,area_2,6,620,44.08,33.58,03/01/2021,03/31/2021
Other,chicago,area_3,19,1920,57.3,76.56,07/01/2020,07/31/2020
Other,chicago,area_2,5,510,55.26,41.07,09/01/2018,09/30/2018
Other,chicago,area_5,,,63.77,71.59,03/01/2020,03/31/2020
Other,chicago,area_3,24,2420,68.55,63.73,07/01/2018,07/31/2018
Other,chicago,area_1,9,930,60.81,56.36,11/01/2017,11/30/2017
Other,chicago,CENTRAL,,,58.76,56.74,09/02/2018,09/08/2018
Other,chicago,area_3,1,130,66.55,63.11,03/01/2018,03/31/2018
Other,chicago,area_3,19,1920,60.6,74.3,06/01/2020,06/30/2020
Other,chicago,area_4,10,1030,49.26,59.03,03/01/2021,03/31/2021
Other,chicago,area_1,3,,48.4,43.76,12/01/2018,12/31/2018
Other,chicago,area_3,12,1210,59.57,65.77,09/01/2019,09/30/2019
Other,chicago,area_3,,,68.76,63.38,04/01/2018,04/30/2018
Other,chicago,area_2,22,2230,53.64,60.82,02/01/2021,02/28/2021
Other,chicago,area_5,,,65.35,66.26,10/01/2019,10/31/2019
Other,chicago,area_4,10,1010,51.57,54.75,05/01/2018,05/31/2018
Other,chicago,area_2,22,2230,57.45,60.05,02/01/2019,02/28/2019
Other,chicago,area_1,,,52.57,52.47,07/01/2019,07/31/2019
Other,chicago,area_2,5,510,51.95,47.55,10/01/2018,10/31/2018
Other,chicago,area_3,20,2020,69.58,70.85,08/01/2019,08/31/2019
Other,chicago,area_5,17,1730,61.88,63.3,12/01/2020,12/31/2020
Other,chicago,area_2,22,2210,67.15,70.87,10/01/2018,10/31/2018
Other,chicago,area_2,6,630,58.63,55.23,04/01/2018,04/30/2018
Other,chicago,NORTH,,,60.92,61.74,11/12/2017,11/18/2017
Other,chicago,area_4,15,1530,48.6,48.15,04/01/2020,04/30/2020
Other,chicago,area_1,7,720,62.96,57.14,04/01/2018,04/30/2018
Other,chicago,area_4,11,1110,53.83,43.55,07/01/2019,07/31/2019
Other,chicago,area_2,4,420,52.97,46.57,06/01/2018,06/30/2018
Other,chicago,area_3,1,,70.8,74.89,02/01/2019,02/28/2019
Other,chicago,area_1,3,320,49.96,49.25,01/01/2021,01/31/2021
Other,chicago,CENTRAL,,,61.68,62.12,02/17/2019,02/23/2019
Other,chicago,area_1,3,310,50.69,46.42,08/01/2020,08/31/2020
Other,chicago,area_3,19,,67.95,69.47,10/01/2018,10/31/2018
Other,chicago,area_3,24,2410,66.7,72.69,07/01/2019,07/31/2019
Other,chicago,area_3,20,2010,71.88,68.73,06/01/2019,06/30/2019
Other,chicago,area_4,15,1510,54.79,65.89,11/01/2020,11/30/2020
Other,chicago,area_1,8,830,54.23,68.6,10/01/2020,10/31/2020
Other,chicago,area_3,18,1830,45.85,74.93,03/01/2021,03/31/2021
Other,chicago,area_4,10,1010,46.26,54.9,07/01/2020,07/31/2020
Other,chicago,area_4,10,1020,56.89,56.65,10/01/2018,10/31/2018
Other,chicago,area_2,22,2210,61.22,77.71,12/01/2020,12/31/2020
Other,chicago,area_2,,,59.96,56.44,04/01/2018,04/30/2018
Other,chicago,area_2,,,57.32,60.03,05/01/2020,05/31/2020
Other,chicago,area_3,24,2410,63.61,71.95,10/01/2019,10/31/2019
Other,chicago,area_3,12,1210,62.42,56.11,07/01/2019,07/31/2019
Other,chicago,,,,61.07,57.14,11/25/2018,12/01/2018
Other,chicago,,,,61.07,57.14,11/25/2018,12/01/2018
Other,chicago,area_3,18,1810,59.45,74.28,03/01/2020,03/31/2020
Other,chicago,area_2,4,,49.84,55.14,11/01/2019,11/30/2019
Other,chicago,area_4,15,1510,60.78,57.85,11/01/2017,11/30/2017
Other,chicago,area_5,16,1610,71.05,70.42,12/01/2017,12/31/2017
Other,chicago,area_4,15,1530,54.33,51.03,10/01/2020,10/31/2020
Other,chicago,area_3,24,,59.07,65.21,01/01/2020,01/31/2020
Other,chicago,area_4,10,1010,48.02,48.19,11/01/2018,11/30/2018
Other,chicago,area_2,6,620,55.68,60.11,01/01/2018,01/31/2018
Other,chicago,area_3,20,2030,67.68,65.09,11/01/2018,11/30/2018
Other,chicago,area_4,11,1130,53.32,50.64,06/01/2020,06/30/2020
Other,chicago,area_1,3,320,54.27,52.6,12/01/2019,12/31/2019
Other,chicago,area_1,7,710,46.94,52.1,03/01/2021,03/31/2021
Other,chicago,area_3,,,64.82,73.49,06/01/2020,06/30/2020
Other,chicago,area_3,18,1830,67.01,68.95,12/01/2018,12/31/2018
Other,chicago,area_5,16,1630,66.99,64.1,11/01/2018,11/30/2018
Other,chicago,area_1,3,310,51.49,46.37,05/01/2019,05/31/2019
Other,chicago,area_5,,,63.59,67.36,08/01/2019,08/31/2019
Other,chicago,area_5,25,2520,64.74,67.65,03/01/2020,03/31/2020
Other,chicago,area_2,4,,54.17,52.53,06/01/2018,06/30/2018
Other,chicago,CENTRAL,,,65.08,57.82,03/11/2018,03/17/2018
Other,chicago,area_4,15,,46.52,52.79,08/01/2019,08/31/2019
Other,chicago,area_3,20,2010,68.28,74.11,11/01/2017,11/30/2017
Other,chicago,area_4,11,1110,58.56,59,06/01/2018,06/30/2018
Other,chicago,area_4,,,50.97,46.8,11/01/2019,11/30/2019
Other,chicago,area_2,22,2230,65.24,60.41,04/01/2018,04/30/2018
Other,chicago,area_5,14,1430,66.35,64.03,03/01/2019,03/31/2019
Other,chicago,area_5,17,,68.7,68.76,05/01/2019,05/31/2019
Other,chicago,area_1,9,920,60.04,59.74,07/01/2018,07/31/2018
Other,chicago,area_5,14,,62.88,57.32,01/01/2021,01/31/2021
Other,chicago,area_5,25,2540,57.09,72.93,05/01/2020,05/31/2020
Other,chicago,area_1,7,,49.93,47.73,08/01/2018,08/31/2018
Other,chicago,area_3,19,,60.42,67.35,02/01/2021,02/28/2021
Other,chicago,area_4,15,1510,53.79,55.09,08/01/2019,08/31/2019
Other,chicago,area_4,15,1520,35.5,48.77,02/01/2021,02/28/2021
Other,chicago,area_5,25,2530,63.11,65.95,05/01/2019,05/31/2019
Other,chicago,area_3,19,1920,74.42,63.87,04/01/2018,04/30/2018
Other,chicago,SOUTH,,,61.89,62.73,07/22/2018,07/28/2018
Other,chicago,area_5,14,1420,61.23,62.62,01/01/2019,01/31/2019
Other,chicago,area_4,15,1510,57.25,54.16,02/01/2018,02/28/2018
Other,chicago,area_3,24,,65.92,65.39,07/01/2020,07/31/2020
Other,chicago,area_4,11,,62.38,54.36,01/01/2018,01/31/2018
Other,chicago,area_3,1,130,69.95,70.6,04/01/2019,04/30/2019
Other,chicago,area_2,,,54.71,58.45,01/01/2020,01/31/2020
Other,chicago,area_5,17,1730,67.78,66.55,07/01/2018,07/31/2018
Other,chicago,area_3,12,1210,61.39,62.52,11/01/2019,11/30/2019
Other,chicago,area_1,9,930,54.73,48.54,05/01/2019,05/31/2019
Other,chicago,area_2,4,410,58.46,52.36,05/01/2018,05/31/2018
Other,chicago,CENTRAL,,,60.09,58.65,12/09/2018,12/15/2018
Other,chicago,area_5,16,1620,71.62,72.82,11/01/2018,11/30/2018
Other,chicago,area_4,10,,48.93,57.14,07/01/2018,07/31/2018
Other,chicago,CENTRAL,,,61.79,60.13,11/25/2018,12/01/2018
